,Term,BNC_Baby_Counts
35116,Multi-bracketed,1
35117,candelabra,3
35118,sconce,1
35119,mouth-watering,1
35120,tranches,1
35121,Musicians,1
35122,tambour,1
35123,rebec,1
35124,minstrel,1
35125,pearl-encrusted,1
35126,retinues,1
35127,almoner,1
35128,stilling,1
35129,chaplets,1
35130,Oohs,1
35131,Ahs,1
35132,sycophants,1
35133,throne-like,1
35134,apoplexy,1
35135,braying,2
35136,chefs,1
35137,soups,1
35138,broths,1
35139,pike,1
35140,tench,1
35141,Boar,1
35142,cloves,1
35143,marjoram,1
35144,Haunch,1
35145,Rhinelands,1
35146,silver-white,1
35147,Gauging,1
35148,soul-chilling,1
35149,baying,1
35150,hulking,1
35151,death-bearing,2
35152,bewitched,2
35153,bayed,2
35154,Climb,1
35155,huntsmen,1
35156,heaviest,1
35157,shadow-like,1
35158,pommel,1
35159,bracket,1
35160,arbalest,7
35161,winching,2
35162,caked,2
35163,Devil-sent,1
35164,nicking,1
35165,succour,1
35166,Dames,5
35167,Hounds,1
35168,vagabond,2
35169,labourers,5
35170,tocsin,2
35171,clanging,2
35172,battle-axe,1
35173,mulled,1
35174,potion,5
35175,clear-eyed,1
35176,doublet,2
35177,pervert,1
35178,hangdog,1
35179,sniggering,1
35180,ablutions,1
35181,broth,1
35182,tankard,4
35183,unhurt,1
35184,rash,2
35185,tongue-tied,1
35186,construed,1
35187,treason,4
35188,revising,1
35189,physic,1
35190,elk,1
35191,Smear,1
35192,purify,1
35193,vapours,1
35194,acolytes,1
35195,disdainful,2
35196,Clasping,1
35197,round-eyed,1
35198,dares,1
35199,Rest,1
35200,vein-scored,1
35201,adieu,4
35202,horsemen,7
35203,Shadowy,1
35204,eyesight,1
35205,drunkard,1
35206,Sub-prioresses,7
35207,ubiquitous,1
35208,trinkets,1
35209,Sub-prioress,2
35210,retainers,5
35211,well-armed,1
35212,hauberk,1
35213,mournfully,4
35214,straggly,2
35215,pecked,1
35216,Aim,1
35217,Hit,1
35218,sniggered,1
35219,archer,1
35220,nag,1
35221,debouched,1
35222,tree-lined,1
35223,uprights,1
35224,skittish,1
35225,dismounted,1
35226,profuse,1
35227,handler,1
35228,jape,1
35229,spiders,1
35230,webs,1
35231,weaves,1
35232,scriptorium,1
35233,antechamber,1
35234,wainscoting,1
35235,wyverns,1
35236,calf-skin,1
35237,purest,1
35238,ornately,1
35239,studious,1
35240,monk,3
35241,demeanour,1
35242,temperamental,1
35243,Plantagenets,2
35244,roguish,1
35245,coupled,1
35246,secreto,1
35247,unforgivable,1
35248,Alea,1
35249,iacta,1
35250,sparkle,4
35251,bookstand,1
35252,Lords,1
35253,Spiritual,1
35254,Temporal,1
35255,alleges,1
35256,,1
35257,-if,1
35258,awaits,3
35259,flounced,1
35260,swaggered,1
35261,slumping,1
35262,footstool,1
35263,tax-gatherer,1
35264,inveterate,1
35265,Diplomacy,1
35266,Craon.,1
35267,frosts,1
35268,thurible,1
35269,stoup,2
35270,asperges,1
35271,fallow,2
35272,Michaelmas,2
35273,Rogation,1
35274,sowing,1
35275,horse-copers,1
35276,Smithfield,3
35277,trestles,1
35278,senseless,1
35279,leaf-strewn,2
35280,inn-keeper,1
35281,coffined,1
35282,churched,1
35283,taverner,2
35284,epitaph,1
35285,Describe,3
35286,uncallused,1
35287,mud-caked,2
35288,high-born,2
35289,anoint,1
35290,paled,1
35291,princes,4
35292,doxies,1
35293,weaken,2
35294,serjeants-at-law,1
35295,yoked,1
35296,hedgerow,1
35297,chivalry,1
35298,Charlemagne,1
35299,hireling,1
35300,Died,2
35301,dismissing,2
35302,lusty,1
35303,tankards,2
35304,whirring,3
35305,Bolt,1
35306,Provost,1
35307,Outlaws,1
35308,Wolfshead,1
35309,lecherous,2
35310,nunnery,2
35311,malmsey,1
35312,tolled,1
35313,cloister,3
35314,cantor,1
35315,Sisters,4
35316,Emissary,1
35317,Order,5
35318,impetuously,1
35319,Drawing,1
35320,wimples,1
35321,barbarously,3
35322,repartee,1
35323,Beware,1
35324,marshall,1
35325,Item,9
35326,bribed,2
35327,demise,2
35328,dreamless,2
35329,disquiet,1
35330,Abingdon,1
35331,Franciscan,4
35332,apparition,1
35333,earth-bound,1
35334,cudgel,2
35335,incantations,1
35336,Absolve,1
35337,Domine,1
35338,tousled-headed,1
35339,Leighton,10
35340,seamy,1
35341,Semplar,2
35342,man-at-arms,1
35343,villeins,1
35344,fasts,1
35345,sifting,1
35346,lamentations,1
35347,remounted,1
35348,lathered,1
35349,galloping,1
35350,death-bringer,1
35351,fleetest,1
35352,Epping,2
35353,hard-faced,1
35354,linen-bound,1
35355,Newgate,3
35356,cantered,1
35357,sheeted,1
35358,unwholesome,1
35359,life-bearing,1
35360,slings,1
35361,marauding,1
35362,crows,1
35363,ravens,1
35364,conundrum,1
35365,memorandising,1
35366,portent,1
35367,Cricklegate,1
35368,Catte,3
35369,revelling,3
35370,mantles,1
35371,codpieces,1
35372,costers,1
35373,fillets,1
35374,low-waisted,1
35375,tolling,1
35376,stone-washed,1
35377,Chepe,1
35378,carts,1
35379,vintners,1
35380,guilds,1
35381,booths,3
35382,Poultry,1
35383,Shambles,2
35384,ankle-deep,1
35385,gore,1
35386,platters,2
35387,ragged-arsed,1
35388,chandlers,1
35389,retch,1
35390,revolting,1
35391,sores,1
35392,hawkers,1
35393,handcarts,1
35394,Bread,2
35395,Eels,1
35396,Fish,4
35397,Meat,1
35398,tipplers,1
35399,iron-hooped,1
35400,spiced,2
35401,Cock,1
35402,prostitutes,1
35403,slim-waisted,1
35404,honey-phrased,1
35405,whores,2
35406,relished,1
35407,charnel,1
35408,ladle,2
35409,Brother,8
35410,whitewashed,3
35411,apothecary,20
35412,quill,2
35413,parchments,2
35414,Galen,1
35415,Hippocrates,1
35416,Guildhall,1
35417,Poison,2
35418,Nightshade,1
35419,phials,1
35420,casks,1
35421,heart-beats,1
35422,ices,1
35423,concoctions,1
35424,odourless,1
35425,realgar,1
35426,ore,1
35427,mining,1
35428,Hell-hound,1
35429,Faltour,4
35430,arsenic,1
35431,disorders,1
35432,doses,1
35433,Portsoken,1
35434,gewgaws,1
35435,tinkers,1
35436,Guilds,1
35437,slum,2
35438,refuse-filled,1
35439,leprosy,1
35440,cutpurses,1
35441,half-gnawed,1
35442,buskins,1
35443,zodiac,1
35444,Julio,1
35445,Cesar,4
35446,Sancho,1
35447,Droxford,1
35448,sherbet,1
35449,concoct,1
35450,elixirs,1
35451,Signor,5
35452,unfaithful,1
35453,proclaim,1
35454,stinted,1
35455,undetected,1
35456,Nonetheless,1
35457,householders,1
35458,bloody-mouthed,2
35459,lintel,1
35460,lullaby,1
35461,pestiferous,1
35462,Cheapside,1
35463,Scripture,2
35464,Sufficient,1
35465,dicing,1
35466,Laughing,2
35467,jacks,1
35468,ale-masters,2
35469,ashpole,1
35470,Syon,2
35471,swilled,1
35472,Riders,1
35473,glimpses,1
35474,capons,1
35475,hare,3
35476,leeks,1
35477,smattered,1
35478,harridans,1
35479,roistering,1
35480,afeared,1
35481,manikin,2
35482,thudded,1
35483,Aidez,1
35484,smallness,1
35485,gloat,1
35486,guises,1
35487,pedlar,1
35488,leather-heeled,1
35489,conceals,1
35490,portly,2
35491,waddled,1
35492,Arrowhead,2
35493,alderman,1
35494,Chancery,4
35495,archery,1
35496,ungraciously,2
35497,bold-faced,1
35498,silk-canopied,1
35499,Guild,1
35500,gallant,3
35501,bedchamber,1
35502,Whom,2
35503,omitting,1
35504,assuring,1
35505,Bedford,3
35506,casket,4
35507,journeying,1
35508,seizure,2
35509,arras,1
35510,pumice,1
35511,itemise,1
35512,lavarium,1
35513,circumventing,1
35514,sleepy-eyed,2
35515,meditation,2
35516,Divine,1
35517,confidante,1
35518,novitiate,2
35519,postulants,1
35520,dormitory,2
35521,partitioned,1
35522,commending,1
35523,jest,2
35524,mumbles,1
35525,stances,1
35526,snooping,1
35527,morsel,1
35528,moodily,1
35529,warlords,1
35530,chaplet,1
35531,Squatting,1
35532,satanic,1
35533,dwarfs,1
35534,assassination,2
35535,patricide,1
35536,convents,1
35537,fictitious,1
35538,betrothal,1
35539,Aldgate,1
35540,Jewry,1
35541,Petty,1
35542,wherry,2
35543,Wool,2
35544,Quay,1
35545,boatmen,6
35546,downriver,4
35547,Billingsgate,1
35548,Botolph,1
35549,oars,1
35550,wherryman,1
35551,midstream,2
35552,Dowgate,1
35553,Queenshithe,1
35554,lepers,1
35555,inrush,2
35556,suffocate,1
35557,green-faced,1
35558,bath-water,1
35559,disembarked,2
35560,Steps,2
35561,Exchequer,2
35562,Couville,28
35563,blue-veined,1
35564,trestle,2
35565,disorganised,1
35566,muniment,1
35567,benefice,1
35568,unstoppered,1
35569,Grail,1
35570,Becket,1
35571,pomp,1
35572,fasted,1
35573,abstain,1
35574,scandals,1
35575,sheaves,1
35576,armorial,2
35577,heraldic,1
35578,attainted,2
35579,Coats,2
35580,Percy,1
35581,Bohun,1
35582,Bigod,1
35583,Mowbray,1
35584,Kenilworth,4
35585,1258,1
35586,Evesham,3
35587,1264,1
35588,Warwickshire,1
35589,nobles,1
35590,escutcheons,1
35591,pored,1
35592,Deveril,18
35593,quarto-sized,1
35594,proclamations,1
35595,Nulli,1
35596,legitimiti,1
35597,haeredes,1
35598,Deverils,2
35599,Castille,1
35600,Chambers,1
35601,interferes,1
35602,Payments,1
35603,secretis,1
35604,expensis,1
35605,negotio,1
35606,regis,1
35607,deviousness,1
35608,witticisms,1
35609,oarsmen,1
35610,gruelling,2
35611,vociferously,2
35612,tavern-keepers,1
35613,highway,2
35614,forebodings,1
35615,ale-houses,1
35616,inns,1
35617,thatch-roofed,1
35618,Stokenchurch,2
35619,self-importance,1
35620,tavern-keeper,1
35621,fop,4
35622,rubicund,1
35623,gap-toothed,1
35624,yappy,2
35625,innkeepers,1
35626,saddle-sore,1
35627,will-o'-the-wisps,1
35628,proscribed,1
35629,nationalities,1
35630,Frenchified,1
35631,Daylight,1
35632,galleries,1
35633,groom,2
35634,half-falling,1
35635,half-closing,1
35636,half-dead,1
35637,travel-stained,1
35638,inked,1
35639,red-rimmed,2
35640,rain-drenched,1
35641,interrogate,1
35642,Torturer,2
35643,remonstrances,1
35644,embroidery,3
35645,needlework,2
35646,detested,1
35647,gentility,2
35648,mariner,1
35649,squall,1
35650,solemnity,1
35651,Gruelling,1
35652,morass,2
35653,truckle,2
35654,Vespers,1
35655,sleepwalker,1
35656,burnt-out,1
35657,two-storeyed,1
35658,sun-dried,1
35659,fire-scarred,1
35660,Crouching,1
35661,foulsome,1
35662,soggy,1
35663,skirting,2
35664,noonday,1
35665,evil-smelling,1
35666,sumpter,1
35667,vows,2
35668,staid,3
35669,coven,1
35670,Few,1
35671,benighted,1
35672,deduced,1
35673,slain,1
35674,poor-sighted,1
35675,dutiful,2
35676,Poor-sighted,1
35677,mistakenly,1
35678,accomplices,1
35679,unlocks,1
35680,speedily,1
35681,concise,2
35682,sovereign,3
35683,etc.,2
35684,Sheriffs,1
35685,Bailiffs,1
35686,Pilate,1
35687,explicit,1
35688,pale-eyed,1
35689,Farewell,3
35690,wild-eyed,1
35691,Break,1
35692,squirmed,2
35693,ex-soldiers,1
35694,strictest,1
35695,sorrowful,1
35696,moping,1
35697,Hainault,1
35698,Dordrecht,1
35699,NEW,1
35700,GENERATION,1
35701,Viola,177
35702,Machin,168
35703,daughter-in-law,9
35704,irritant,1
35705,ill-perforated,1
35706,dreariness,1
35707,Seymour-Strachey,66
35708,Desmond,57
35709,brightened,3
35710,Hilda,143
35711,hawklike,1
35712,Publication,1
35713,cake-stand,1
35714,goaded,1
35715,contrariness,1
35716,diminution,1
35717,over-large,3
35718,market-place,3
35719,avid,1
35720,Whistle,17
35721,best-seller,3
35722,sceptically,2
35723,Mattlock,4
35724,Coptic,1
35725,dictate,2
35726,nonplussed,2
35727,acquaintanceship,3
35728,soul-so,1
35729,prima,1
35730,donna,1
35731,displeasure,1
35732,cranked-up,1
35733,Writers,1
35734,Blackburn,5
35735,Literary,3
35736,shamefully,1
35737,rocking-horse,1
35738,unfreezing,1
35739,work-that,1
35740,Sentinel,3
35741,D.H,1
35742,expatiated,1
35743,sycophancy,1
35744,Stiggins,1
35745,doom-laden,1
35746,loftiness,1
35747,loose-tongued,1
35748,portrayed,1
35749,superannuated,1
35750,Unseen,1
35751,Wonderfully,1
35752,superbly,3
35753,generalize,1
35754,effeminacy,1
35755,Gerald,39
35756,patriarch,1
35757,precedents,1
35758,infinitesimal,1
35759,Gladstonian,1
35760,overmuch,1
35761,cripple,2
35762,oldie,1
35763,inconclusive,1
35764,unpaid-for,1
35765,bestseller,1
35766,Madam,1
35767,vultures,1
35768,Typical,3
35769,abstractedly,2
35770,WORLD,1
35771,LEARNING,1
35772,Meadowbanks,7
35773,Kronweiser,67
35774,gimcrack,1
35775,Greenwood,2
35776,periodicals,1
35777,Dwight,13
35778,appease,1
35779,magpie,1
35780,obfuscate,1
35781,transcription,1
35782,Payne,1
35783,Authors,2
35784,monographs,1
35785,meditating,2
35786,cogitating,1
35787,confronts,2
35788,irrelation,1
35789,defining,2
35790,interpenetrating,1
35791,narrator,1
35792,epiphanizes,1
35793,ambivalent,2
35794,zeitgeist,1
35795,scoring,1
35796,authenticity,1
35797,polysyllabic,2
35798,travail,2
35799,cocksparrow,1
35800,uncurling,1
35801,expansiveness,2
35802,cubby-hole,2
35803,straight-backed,1
35804,mutters,2
35805,guilelessly,2
35806,transcribe,2
35807,anyplace,1
35808,plural,1
35809,originals,4
35810,eventuate,1
35811,eventuations,1
35812,Burglary,1
35813,PhD,3
35814,indexes,1
35815,caboodle,1
35816,rewritten,1
35817,Diego,1
35818,Parked,3
35819,joy-riding,1
35820,coughs,1
35821,Ee,9
35822,lugubriously,1
35823,Regular,1
35824,thous,1
35825,PhDs,1
35826,triply,1
35827,transcribed,3
35828,Finished,1
35829,deprecatory,1
35830,hesitatingly,1
35831,imperfections,1
35832,Handwritten,1
35833,Colton,1
35834,alternatives,1
35835,mis-spellings,1
35836,Spinning,1
35837,Loon,1
35838,preferences,1
35839,t'Mill,1
35840,Depression,1
35841,thirty-nine,11
35842,t'war,2
35843,band-wagon,1
35844,heart-warming,1
35845,Tripe,1
35846,Onions,1
35847,short-sighted,2
35848,consternation,2
35849,Daft,1
35850,hmm,1
35851,Neat,2
35852,MA,2
35853,Ph.D,1
35854,chook,1
35855,hasty,3
35856,condescendingly,1
35857,appen,3
35858,Lancashire,15
35859,transcriptions,1
35860,slotting,1
35861,toaster,1
35862,tiger-skin,1
35863,pear-shaped,1
35864,brunch,1
35865,concentratedly,1
35866,cubs,1
35867,Save,3
35868,wrong-the,1
35869,buttering,1
35870,RELATIONSHIPS,1
35871,Clough,23
35872,nee,1
35873,Oswaldston,38
35874,spick,1
35875,span,1
35876,jerry-built,1
35877,overtakes,1
35878,Petworth,1
35879,Estate,1
35880,televised,1
35881,footballers,1
35882,Facto–,2
35883,fry-up,1
35884,snooze,1
35885,Entwhistle,1
35886,paper-the,1
35887,chuffed,2
35888,copyright,2
35889,demolition,1
35890,unpublished,3
35891,Rosie,10
35892,antiquarian,1
35893,nut-brown-haired,1
35894,fairer,2
35895,twilit,2
35896,Awakened,1
35897,Conscience,1
35898,Holman,1
35899,Hunt,1
35900,Methodies,1
35901,Methodists,1
35902,blighting,1
35903,Anticipations,1
35904,frying-pan,6
35905,rollicking,1
35906,impertinently,1
35907,Triumphant,1
35908,Confidence,1
35909,Justified,1
35910,Sniff,1
35911,tiniest,2
35912,Vi,2
35913,Strachey,2
35914,chortling,1
35915,Warning,1
35916,fraternizing,1
35917,mind-'I,1
35918,love-light,1
35919,sneaky,4
35920,sneakier,2
35921,Lassie,1
35922,oldies,1
35923,nineteen-forty,1
35924,Des,2
35925,Grimsby,7
35926,Blatant,1
35927,grudges,1
35928,Camellias,1
35929,HIGH,1
35930,WORDS,1
35931,republished,1
35932,Lowry-ish,1
35933,mill-workers,1
35934,nebulous,2
35935,magisterial,1
35936,Archive,2
35937,Burnley,3
35938,Primary,1
35939,Sincerely,1
35940,Bottomley,3
35941,proficiency,1
35942,scholastic,2
35943,rebutting,1
35944,invariable,1
35945,Gazette,1
35946,undertow,1
35947,pursing,1
35948,tartish,1
35949,courtship,2
35950,Suitably,1
35951,bowdlerized,1
35952,old-age,3
35953,pensioner,1
35954,gabbling,1
35955,bobby-dazzler,2
35956,Blackpool,1
35957,horizons,1
35958,it-some,1
35959,had-had,1
35960,Hocking,18
35961,benevolently,1
35962,pernickety,1
35963,Pretending,1
35964,butter-wouldn't-melt,1
35965,marriage-breaker,1
35966,wifey,1
35967,two-timing,1
35968,mill-girl,1
35969,Puffing,1
35970,unintimidated,1
35971,demobbed,2
35972,ditchwater,1
35973,contralto,2
35974,slaughtering,1
35975,half-Nelson,1
35976,shrew,2
35977,satirical,1
35978,squeezed-out,1
35979,ruts,1
35980,pips,1
35981,LEAVE,1
35982,GERALD,1
35983,OUT,1
35984,THIS,4
35985,Slipped,1
35986,awhile,1
35987,Bloomsbury,2
35988,co-operated,1
35989,joyful,2
35990,and-you,1
35991,upper-class,1
35992,war-record,1
35993,good-humoured,2
35994,Folk,1
35995,ninety-ninth-rate,1
35996,poetess,1
35997,coils,1
35998,begrudge,1
35999,blabbing,1
36000,Woolf,1
36001,hintings,1
36002,double-meanings,1
36003,Reputation,1
36004,reputations,1
36005,pantings,1
36006,resounded,1
36007,COMBUSTION,1
36008,hunting-fields,1
36009,Spinners,4
36010,snicker,1
36011,essays,1
36012,nine-fifteen,1
36013,apprehensively,2
36014,geriatric,1
36015,sex-orgies,1
36016,Ammer,1
36017,tongs,1
36018,Arguing,1
36019,eard,1
36020,Grub,1
36021,underlining,1
36022,diminish,1
36023,Machins,4
36024,titillated,1
36025,Saloon,3
36026,posthumously,2
36027,filter,1
36028,dogmatic,1
36029,schoolmaster,1
36030,hooligans,1
36031,Puts,1
36032,Alf,1
36033,Ackroyd,1
36034,Nowt,1
36035,Zealanders,1
36036,denigrating,1
36037,resenting,1
36038,fire-engine,2
36039,Gracie,1
36040,Dashing,1
36041,grey-stone,1
36042,haloing,1
36043,lurid,2
36044,firemen,7
36045,hoses,2
36046,fire-engines,1
36047,imperturbable,1
36048,Half-way,1
36049,fireman,6
36050,uncontrollably,1
36051,Restoration,1
36052,She-started,1
36053,Pimpernel,4
36054,belching,1
36055,Pushing,1
36056,fire-fighting,1
36057,inter-bloody-fering,1
36058,he-thought,1
36059,fire-fighters,1
36060,POST,1
36061,MORTEM,1
36062,Warleigh,5
36063,comers,1
36064,aftermath,1
36065,disposition,1
36066,affluence,1
36067,zest,1
36068,self-evidently,1
36069,remedy,1
36070,dissatisfaction,1
36071,stair-rail,1
36072,cropper,1
36073,devil-may-care,1
36074,Tut-tutting,1
36075,Boring,2
36076,fag,1
36077,paper-dry,1
36078,write-off,1
36079,tastefully,1
36080,under-housemaid,1
36081,nineties,1
36082,cuddles,2
36083,time-it,1
36084,Overwrought,1
36085,hawkish,1
36086,Drab,1
36087,Suspicious,1
36088,dealing-with-difficult-parents,1
36089,Disgusting,1
36090,Chatting,1
36091,all-things-bright-and-beautiful,1
36092,No-I,1
36093,packaged,2
36094,Dalton,1
36095,self-a,1
36096,reassumed,1
36097,wonted,1
36098,iron-clad,1
36099,voluptuousness,1
36100,saddening,1
36101,hostessy,1
36102,womanly,1
36103,fragility,2
36104,actressy,1
36105,baldly,1
36106,pensiveness,1
36107,over-insisted,1
36108,roguishly,2
36109,sweets,7
36110,bleeds,2
36111,HOME,1
36112,blenched,1
36113,tempest,1
36114,quietened,3
36115,shoddy,1
36116,coasting,1
36117,chit,1
36118,pocket-money,1
36119,cocktails,1
36120,dissatisfied,1
36121,STRATEGIES,1
36122,girl-friend,3
36123,ambiguous,2
36124,puffs,2
36125,Granted,2
36126,sparring,1
36127,panics,1
36128,grabs,1
36129,stuff-there,1
36130,know-all,1
36131,satisfies,2
36132,companionable,1
36133,Oh-nothing,1
36134,blundered,2
36135,opinionated,2
36136,Pancake,1
36137,adorable,1
36138,Eatable,1
36139,looms,1
36140,doctrinaire,1
36141,fuzzy,1
36142,hair-dos,1
36143,unearthing,1
36144,unutterable,1
36145,super-efficiency,1
36146,extravagantly,1
36147,ever-changing,1
36148,impersonality,1
36149,film-club,1
36150,Cuba,1
36151,bandwagons,1
36152,catch-phrases,1
36153,rallying,1
36154,goodies,1
36155,bready,1
36156,said-'So,1
36157,Independent,1
36158,superintendent,2
36159,incompetent,1
36160,minding,1
36161,indiscreet-tell,1
36162,Voracious,1
36163,Greedy,1
36164,scruple,1
36165,Crippen,2
36166,Christie,2
36167,cast-list,1
36168,hellish,1
36169,republishing,1
36170,Combined,1
36171,grievance,3
36172,melodramatically,1
36173,ask-closer,1
36174,pally,1
36175,unending,1
36176,Supplement,1
36177,revolves,1
36178,bindings,2
36179,biographical,2
36180,supp,1
36181,Biographical,1
36182,Twentieth,1
36183,Century,1
36184,unhopefully,1
36185,Ms.,1
36186,1910–1948,1
36187,Cotton,7
36188,1940,3
36189,Se-,1
36190,Str-,1
36191,biddy,1
36192,skimped,1
36193,rotund,1
36194,work-place,1
36195,likelihoods-'publishing,1
36196,waddling,1
36197,elegiac,1
36198,magisterially,2
36199,posterior,1
36200,trumps,1
36201,Harcourt,1
36202,1942–74,1
36203,b.,1
36204,8th,1
36205,1904,1
36206,s.,1
36207,Butler,17
36208,educ,1
36209,Wellington,1
36210,NZ,1
36211,Melbourne,1
36212,Publications,1
36213,Heterosexual,2
36214,Strain,2
36215,Ern,3
36216,Malley,3
36217,Affair,2
36218,Sins,3
36219,Recreations,1
36220,Clubs,1
36221,GRAND,1
36222,OLD,1
36223,MAN,1
36224,Yorkshire/Lincolnshire,1
36225,tea-time,3
36226,lunch-break,1
36227,Hickson,3
36228,Felt,1
36229,Sails,1
36230,Keeps,1
36231,dad-in-law,1
36232,Markby,1
36233,h,1
36234,Right-e-oh,1
36235,fruity,2
36236,Borthwick,1
36237,mastering,1
36238,procured,1
36239,weeding,3
36240,rose-bed,1
36241,rust-red,1
36242,blowzy,1
36243,Pleased,4
36244,Primed,1
36245,lordly,1
36246,shelf-space,1
36247,sun-faded,1
36248,foil,1
36249,drivelling,1
36250,dotard,1
36251,aesthetically,1
36252,Patriarch,5
36253,Fount,2
36254,Wisdom,2
36255,pilgrimages,1
36256,hazarded,2
36257,confidentiality,2
36258,amazingly,4
36259,invalided,1
36260,servicemen,1
36261,girlies,2
36262,Started,1
36263,chucking,1
36264,Leavis,1
36265,Leavisites,1
36266,neurotics,1
36267,Q,5
36268,Remembrance,1
36269,effrontery,2
36270,debonair,1
36271,Creative,1
36272,Upward,1
36273,Currey,1
36274,dimness,1
36275,Bob,4
36276,conceit,1
36277,self-approbation,1
36278,mightily,1
36279,Wot,1
36280,larks,1
36281,Gargery,1
36282,'forty-four,1
36283,Tickled,1
36284,confoundedly,1
36285,down-memory-lane,1
36286,thirty-eight,3
36287,Noel,1
36288,Rattigan,1
36289,Tide,1
36290,pink-ohs,1
36291,bigots,1
36292,Lydia,5
36293,Vile,2
36294,Seducers,2
36295,cropping,1
36296,recommending,1
36297,coterie,1
36298,fickleness,3
36299,Wuthering,1
36300,Heights,1
36301,TLS,1
36302,loonies,1
36303,meditated,1
36304,Eh,3
36305,pontifical,1
36306,Marxists,1
36307,Mexico,2
36308,McCoy,1
36309,m'boy,2
36310,Cyprus,1
36311,patrician,1
36312,wreath,2
36313,Inquest,1
36314,Terrible,1
36315,Lively,1
36316,spunk,1
36317,Gave,2
36318,condescension,2
36319,Pancras,1
36320,fertile-looking,1
36321,spry,1
36322,milieu,1
36323,Tin,1
36324,WALTER,3
36325,MACHIN,3
36326,DAUGHTER,1
36327,doings,2
36328,Principal,3
36329,trot,2
36330,graveside,1
36331,bosomy,1
36332,umber,1
36333,sentiments,1
36334,unwisely,2
36335,livening,1
36336,Ilda,4
36337,bumbled,1
36338,delirious,1
36339,orangey,1
36340,imitation-coal,1
36341,biased,1
36342,alternations,1
36343,Condescending,1
36344,opponents,1
36345,cheesed,2
36346,Appen,2
36347,bewildered-puppy,1
36348,each-,1
36349,Manhandled,1
36350,monogamous,1
36351,rehoused,1
36352,oddity,2
36353,gooseberry,1
36354,Moving,2
36355,het,1
36356,mousehole,1
36357,SON,1
36358,Lowry,1
36359,renown,1
36360,stepson,1
36361,capitalize,1
36362,widespread,1
36363,upped,2
36364,unsold,1
36365,canvases,1
36366,paid-up,1
36367,viewing,3
36368,quarrelsome,1
36369,shirt-sleeves,1
36370,first-time,1
36371,phallic,2
36372,abstracts,1
36373,symbolizing,1
36374,outrages,1
36375,school-master,1
36376,beiges,1
36377,exaggeration,1
36378,galahs,1
36379,squawk,1
36380,plumage,1
36381,retentiveness,1
36382,go-between,1
36383,genteelly,1
36384,worded,1
36385,self-mocking,1
36386,cashing,1
36387,hot-plate,1
36388,tea-bag,1
36389,milkless,2
36390,self-approval,2
36391,burghers,1
36392,Drag,1
36393,imitations,2
36394,addendum,1
36395,scamp,1
36396,Motherdear,2
36397,Horatio,1
36398,Walter-I,1
36399,step-father,1
36400,sick-,1
36401,Frogmore,1
36402,no-hoper,1
36403,multi-million-dollar,1
36404,pottage,1
36405,lapping,3
36406,Authorized,1
36407,Version,1
36408,footnote,1
36409,Interviewee,1
36410,relict,1
36411,memoirs,1
36412,dribbles,1
36413,jaw-breaking,1
36414,unreadability,1
36415,speakeasy,1
36416,conjectural,1
36417,paunch,1
36418,jig,2
36419,foresaw,1
36420,Ulysses,1
36421,shopkeepers,2
36422,protester,1
36423,Chicago,1
36424,activist,1
36425,McGovern,1
36426,Nixon,1
36427,hippiedom,1
36428,Goldmann,1
36429,Studies,1
36430,sensitized,1
36431,breezy,1
36432,man-to-man,1
36433,BUT,1
36434,N'T,2
36435,FORGET,1
36436,Scribners,1
36437,stocks,1
36438,Trumphauser,1
36439,position-wise,1
36440,Faculty,1
36441,appreciates,1
36442,cinch,1
36443,goddam,1
36444,PS,2
36445,MSS,1
36446,ferchrissake,1
36447,motherfucking,2
36448,piss-poor,1
36449,shitawful,1
36450,Machinian,1
36451,Brobdingnagian,1
36452,popcorn,1
36453,Kentucky,1
36454,Arby,1
36455,roast-beef,1
36456,drive-in,1
36457,Skytrain,1
36458,Priest,1
36459,ARCHIVE,1
36460,telephonist,1
36461,Causeley,7
36462,public-school,2
36463,Fascinating,1
36464,Suppressing,1
36465,ire,1
36466,Northerner,1
36467,superciliousness,1
36468,pamphlet,2
36469,burbled,1
36470,duplicates,1
36471,chappie,1
36472,completeness,1
36473,transcriber,1
36474,Oswaldstonian,1
36475,Consent,1
36476,grimness,1
36477,undernourishment,1
36478,vividness,2
36479,Pregnant,1
36480,Boris,1
36481,Karloff,1
36482,back-street,1
36483,mill-worker,1
36484,Methodist,2
36485,tap-room,1
36486,Nussey,1
36487,Pawnbroker,1
36488,Jem,1
36489,Larkin,1
36490,Pools,1
36491,Win,1
36492,Fairclough,1
36493,Closing-Time,1
36494,microcosm,1
36495,rimless,1
36496,droopy,1
36497,rabbity,1
36498,do-or-die,1
36499,niceness,1
36500,townsman,1
36501,Genuine,1
36502,mind-,1
36503,staircases,2
36504,Remarkable,1
36505,bobbin-waggler,2
36506,throcket-shuttle,2
36507,reprinting,2
36508,threading,1
36509,sociological,1
36510,Working-Class,1
36511,rediscovery,1
36512,Socially,1
36513,Scandinavians,1
36514,dotty,2
36515,bourgeoisie,1
36516,he-he-he,1
36517,Genuinely,1
36518,Plugs,1
36519,bingo,1
36520,Rapture,1
36521,Idealistic,1
36522,Cheery-pip,1
36523,beavering,1
36524,typescripts,1
36525,journalistic,1
36526,unrevealing,1
36527,pithily,1
36528,photocopies,1
36529,accumulate,1
36530,hire-purchase,1
36531,such-like,1
36532,religiously,1
