,Term,BNC_Sampler_Counts
10700,immunised,1
10701,"7,000",8
10702,dehydration,2
10703,diarrhoea,8
10704,pneumonia,8
10705,suffering,57
10706,Grant,111
10707,immunising,1
10708,medicines,4
10709,treat,48
10710,$2.5,1
10711,vodka,4
10712,advertising,74
10713,subsidy,10
10714,trends,33
10715,needlessly,3
10716,Assuming,5
10717,diversion,4
10718,$50,1
10719,low-cost,2
10720,Protecting,3
10721,investments,39
10722,OUP,2
10723,£3.50p,1
10724,Colony,1
10725,spends,8
10726,"$1,000",3
10727,THAILAND,2
10728,deporting,1
10729,reaching,28
10730,South-east,1
10731,mandatory,17
10732,reintegration,1
10733,$620,1
10734,$30,1
10735,$15,1
10736,Leuween,2
10737,Wilson,22
10738,heart-searching,1
10739,resettled,1
10740,Vice-Foreign,1
10741,Zhou,1
10742,Nan,12
10743,legislature,2
10744,Lee,63
10745,bad,382
10746,explain,105
10747,feeling,200
10748,understood,60
10749,landed,26
10750,Hanoi,3
10751,successfully,46
10752,swiftly,13
10753,lifts,26
10754,Wafa,1
10755,Amr,1
10756,Amman,2
10757,JORDAN,1
10758,prelude,6
10759,revoking,1
10760,constitutionally,3
10761,abolished,7
10762,Arab-Israeli,2
10763,practically,39
10764,Almost,25
10765,legalisation,1
10766,1957,10
10767,aspects,70
10768,consecutive,8
10769,Martial,1
10770,immune,7
10771,affiliations,5
10772,Zaid,1
10773,Rifai,1
10774,boards,17
10775,Arabic,7
10776,dailies,4
10777,dissolve,8
10778,Writers,1
10779,American-backed,1
10780,cripple,3
10781,for ever,25
10782,Zimbabwe,8
10783,Meldrum,1
10784,Marxist-Leninist,3
10785,"5,000",9
10786,merge,10
10787,Zanu-PF,2
10788,Nkomo,2
10789,Zapu,2
10790,one-party,7
10791,Ibbo,1
10792,Mandaza,1
10793,Parastatals,1
10794,inherent,16
10795,Provincial,3
10796,Eddison,1
10797,Zvobgo,1
10798,Dumiso,1
10799,Dabangwa,1
10800,Zanu,1
10801,unbearable,4
10802,deviate,3
10803,insiders,2
10804,enthusiastically,9
10805,Jonathon,4
10806,Moyo,1
10807,lecturer,8
10808,science,30
10809,a great deal,23
10810,complain,36
10811,Nathan,5
10812,Shamuyarira,1
10813,crippling,2
10814,Portuguese,8
10815,Lusa,1
10816,plural-party,1
10817,Verde,1
10818,Praia,1
10819,Jeremy,6
10820,Morgan,16
10821,Buenos,2
10822,Aires,2
10823,ARGENTINA,1
10824,Erman,1
10825,economics,16
10826,Menem,4
10827,nine-point,2
10828,foreign-exchange,1
10829,Nestor,1
10830,Rapanelli,1
10831,taxes,55
10832,cautiously,7
10833,Unofficial,1
10834,from now on,7
10835,austral,1
10836,plummeted,2
10837,devalued,4
10838,reopen,6
10839,rampant,3
10840,short-lived,7
10841,decontrol,1
10842,closing,49
10843,In private,1
10844,concede,4
10845,'ve,5389
10846,parachutes,2
10847,jump,46
10848,outlook,16
10849,focuses,6
10850,businessmen,7
10851,Peronist,1
10852,swathes,1
10853,obstructive,1
10854,scorned,1
10855,endlessly,4
10856,Argentine,2
10857,unveil,2
10858,tedious,10
10859,explanations,13
10860,elementary,7
10861,syndrome,4
10862,reconvenes,1
10863,disclosure,12
10864,furore,5
10865,furtive,1
10866,foray,3
10867,extends,15
10868,duplicity,1
10869,exercising,14
10870,Majority,2
10871,mockery,3
10872,profession,19
10873,Ron,41
10874,out of touch with,2
10875,Ayatollah,4
10876,realpolitik,1
10877,amok,1
10878,mystified,2
10879,demarche,1
10880,countered,4
10881,traducers,1
10882,acquainted,9
10883,typically,12
10884,gestures,3
10885,holed,1
10886,ballistic,5
10887,sales,173
10888,accreditation,3
10889,Voice,4
10890,Fulbright,1
10891,inadequate,25
10892,fugitives,2
10893,unmet,1
10894,Mutually,1
10895,Cambodian,1
10896,peninsula,2
10897,secrecy,6
10898,Winston,17
10899,prides,1
10900,CIA,11
10901,averse,1
10902,commentators,11
10903,continuity,9
10904,shore,61
10905,repressive,2
10906,Unrest,1
10907,silencing,1
10908,seeds,16
10909,root,31
10910,sown,13
10911,north-western,1
10912,Timisoara,11
10913,evict,1
10914,pastor,19
10915,Laszlo,6
10916,Tokes,9
10917,thorn,4
10918,Pastor,10
10919,shifted,16
10920,acceded,3
10921,troublesome,8
10922,clergyman,6
10923,possessions,11
10924,chain,53
10925,escalate,1
10926,volume,67
10927,eye-witness,1
10928,clearer,16
10929,Paris-based,1
10930,Mihnea,1
10931,Berindei,1
10932,Romanians,18
10933,cries,13
10934,libertate,1
10935,scenes,39
10936,swelled,3
10937,"10,000",14
10938,Brasov,3
10939,Eye-witnesses,1
10940,tore,9
10941,Erszebet,1
10942,Varga,1
10943,bayonet,1
10944,wielding,4
10945,swollen,9
10946,bellies,2
10947,unborn,2
10948,starve,8
10949,unfavourably,3
10950,unfolding,4
10951,Shop,27
10952,containing,43
10953,dictator,13
10954,portrait,36
10955,overturned,3
10956,show-down,1
10957,escalated,2
10958,cannon,5
10959,engines,31
10960,bayonets,2
10961,gunfire,6
10962,Arad,1
10963,Cluj,4
10964,Oradea,2
10965,Transylvania,9
10966,Magazine,5
10967,burial,13
10968,Seveso,3
10969,dioxin,5
10970,FRENCH,4
10971,publish,13
10972,allegation,2
10973,1976,63
10974,secretly,13
10975,fumes,17
10976,toxic,12
10977,waste,78
10978,dump,14
10979,Politis,3
10980,Environment,21
10981,dig,25
10982,tomb,22
10983,Moussel,1
10984,pollution,22
10985,digging,20
10986,Montchanin,1
10987,Saone,1
10988,et,4
10989,Loire,1
10990,worst,71
10991,Jean-Paul,1
10992,Besset,1
10993,dumping,6
10994,barrels,19
10995,earth,121
10996,impregnated,3
10997,illegally,5
10998,shipped,9
10999,contractor,7
11000,Hoffmann-La,1
11001,Roche,2
11002,grammes,2
11003,accounted,31
11004,Lichtenstein,1
11005,19-nation,1
11006,Space,17
11007,EC-EFTA,1
11008,overshadowed,3
11009,Comecon,2
11010,upgrade,12
11011,External,5
11012,Icelandic,1
11013,Baldvin,1
11014,Hannibalsson,1
11015,350,1
11016,Largely,2
11017,Finland,9
11018,Iceland,7
11019,sovereignty-conscious,1
11020,behalf,19
11021,kindergarten,3
11022,Bozer,2
11023,eligibility,1
11024,CZECHOSLOVAKIA,2
11025,playwright-turned-politician,1
11026,nearer to,3
11027,Marian,10
11028,Calfa,6
11029,dreaded,7
11030,adjust,24
11031,component,27
11032,As of,1
11033,indications,8
11034,complicate,3
11035,sufficient,89
11036,re-group,1
11037,humiliations,1
11038,opens,27
11039,frequently,67
11040,never-ending,1
11041,photographed,5
11042,bugged,8
11043,continously,1
11044,monitored,12
11045,Manes,1
11046,lived,173
11047,undisclosed,4
11048,continuous,72
11049,surveillance,11
11050,interrogation,2
11051,harassment,6
11052,niceties,2
11053,debated,13
11054,yards,30
11055,Balloons,1
11056,waved,26
11057,motorists,2
11058,horns,18
11059,contender,2
11060,receding,1
11061,Unconfirmed,1
11062,Speaker,4
11063,explains,19
11064,unravels,2
11065,UNTIL,2
11066,abode,13
11067,Kingdom,99
11068,anyone,189
11069,Nationality,2
11070,Act,173
11071,Colonies,2
11072,CUKCs,3
11073,1950's,2
11074,positively,16
11075,Mother,136
11076,Country,28
11077,fill,106
11078,vacancies,7
11079,Immigrants,1
11080,aliens,4
11081,emigrate,6
11082,reunion,13
11083,Immigration,1
11084,patriality,1
11085,Admission,1
11086,ancestral,1
11087,generations,22
11088,spouses,7
11089,patrials,2
11090,emigration,3
11091,distinction,29
11092,non-partials,1
11093,distinctly,3
11094,patrial,1
11095,non-patrials,1
11096,Dependent,3
11097,BDTCs,1
11098,exemptions,14
11099,Gibraltarians,2
11100,Falkland,1
11101,5.7,13
11102,3.28,1
11103,eligible,13
11104,BDTC,1
11105,excluding,25
11106,expatriates,4
11107,at most,6
11108,Certificates,1
11109,Identity,3
11110,CIs,1
11111,Documents,1
11112,DIs,1
11113,DI,1
11114,"28,000",2
11115,emigrants,2
11116,CI,7
11117,enables,44
11118,bother,70
11119,Overseas,8
11120,derived,40
11121,nationals,4
11122,validity,11
11123,"70,000",2
11124,criteria,28
11125,exceeding,17
11126,"£15,000",5
11127,connection,33
11128,"£500,000",7
11129,invest,25
11130,wealth,42
11131,categories,37
11132,employees,71
11133,920,1
11134,860,1
11135,wooing,2
11136,Stealing,1
11137,thunder,12
11138,fundamentalist,3
11139,graft,3
11140,uncover,4
11141,facades,3
11142,lax,2
11143,galleries,15
11144,bowed,5
11145,detain,2
11146,reviewing,9
11147,qualify,22
11148,Jordanians,1
11149,cleaning,41
11150,nails,21
11151,pulling,45
11152,servant,31
11153,teeth,91
11154,Brotherhood,6
11155,combine,26
11156,disaffected,1
11157,no-confidence,1
11158,motions,21
11159,austerity,8
11160,burdened,5
11161,subsidise,4
11162,evenly,30
11163,shake,24
11164,domino,5
11165,Hero,2
11166,heroes,5
11167,dinosaur,10
11168,pet,29
11169,Twenty,173
11170,honoured,15
11171,staying,59
11172,Buckingham,45
11173,deserves,13
11174,Shining,3
11175,Light,10
11176,Heroes,1
11177,Genius,3
11178,Carpathians,1
11179,health,226
11180,madman,1
11181,Romanian-born,1
11182,Ionesco,1
11183,thirsty,5
11184,mad,64
11185,idiot,10
11186,consistency,17
11187,obsession,3
11188,Intermittently,1
11189,infringing,3
11190,braced,3
11191,mediate,3
11192,mid-1971,1
11193,purity,1
11194,taste,59
11195,discouraged,8
11196,Logically,1
11197,Leadership,2
11198,purges,3
11199,frequency,62
11200,cult,37
11201,Elena,2
11202,prominently,4
11203,occasions,61
11204,staking,2
11205,Lady,72
11206,straws,5
11207,talked,117
11208,Ion,3
11209,Gheorghe,2
11210,Maurer,1
11211,effusive,2
11212,reception,17
11213,Tito,1
11214,Belgrade,2
11215,60th,2
11216,birthday,107
11217,1978,60
11218,flower,57
11219,Awards,6
11220,deluged,1
11221,titles,29
11222,praise,15
11223,eulogies,1
11224,Books,17
11225,bookshop,8
11226,Queen,176
11227,criticisms,9
11228,unconfirmed,1
11229,blew,28
11230,raze,2
11231,Distinguished,1
11232,emigres,3
11233,erstwhile,4
11234,clown,2
11235,eliminate,25
11236,overriding,6
11237,obsolete,1
11238,policy-maker,1
11239,coinciding,2
11240,new-style,3
11241,stature,6
11242,rituals,4
11243,automated,13
11244,Often,11
11245,degenerated,1
11246,bullying,1
11247,harangues,1
11248,occasionally,46
11249,inconceivable,4
11250,conceive,7
11251,fallible,2
11252,indiscipline,1
11253,inefficiency,6
11254,embarrassing,22
11255,veterans,5
11256,trundles,1
11257,cliches,1
11258,retainers,3
11259,defies,2
11260,pleas,4
11261,LITHUANIA,1
11262,Algirdas,2
11263,Brazauskas,4
11264,statehood,3
11265,promotion,30
11266,re-establishment,1
11267,partnership,23
11268,subordination,1
11269,Politburo,2
11270,desperately,23
11271,breakup,2
11272,nonetheless,9
11273,depended,13
11274,fit,151
11275,statutes,2
11276,28th,7
11277,motive,7
11278,Donatas,1
11279,Morkunas,1
11280,Siauliai,1
11281,Valerionas,1
11282,Baltrunas,1
11283,ideology,8
11284,flat,288
11285,Ryzhkov,11
11286,heated,37
11287,outlined,49
11288,419,1
11289,Winding,2
11290,spell,58
11291,Vadim,2
11292,Medvedev,1
11293,hard-liners,1
11294,Terror,1
11295,clamp,6
11296,Securitate,7
11297,laugh,72
11298,reprisals,5
11299,verification,5
11300,ruthless,8
11301,indiscriminate,4
11302,sinister,10
11303,telephones,11
11304,deem,3
11305,gauged,1
11306,authorised,33
11307,anti-regime,2
11308,Total,10
11309,censorship,3
11310,restricts,3
11311,fraction,14
11312,answerable,3
11313,odd,125
11314,unjustified,4
11315,transgressions,1
11316,legality,2
11317,reunified,1
11318,colossus,1
11319,posed,14
11320,fatalistic,2
11321,Willy,66
11322,plank,6
11323,runaway,6
11324,eliminating,7
11325,ambiguities,2
11326,inner-German,1
11327,enshrining,1
11328,Ski,2
11329,Weather,3
11330,High-tech,1
11331,happiness,19
11332,Rosemary,13
11333,Burns,11
11334,LACK,1
11335,resorts,14
11336,winters,5
11337,skiers,1
11338,advantages,39
11339,snow-making,3
11340,cross-Atlantic,1
11341,skiing,15
11342,owes,12
11343,snow,54
11344,man-made,8
11345,None,51
11346,outlay,2
11347,commercial,94
11348,Killington,5
11349,Vermont,2
11350,boasts,3
11351,inter-connecting,1
11352,trails,8
11353,serviced,16
11354,snow-,1
11355,ski,10
11356,averaged,9
11357,223,1
11358,machine-made,1
11359,1982,50
11360,snow-grooming,1
11361,mid-winter,1
11362,groom,4
11363,interstate,2
11364,lanes,8
11365,Boston,6
11366,piste,1
11367,groomers,1
11368,clock,60
11369,possesses,4
11370,denser,2
11371,molecular,1
11372,compacts,1
11373,renders,4
11374,powder,27
11375,cookies,1
11376,rock-hard,1
11377,lumps,11
11378,trap,20
11379,unwary,2
11380,Lake,32
11381,Placid,1
11382,pump,77
11383,"3,500",4
11384,gallons,6
11385,"19,500",2
11386,cu,4
11387,ft,102
11388,compressed,4
11389,pumps,18
11390,compressors,1
11391,Whiteface,1
11392,Mountain,8
11393,snowmaking,2
11394,Stowe,2
11395,kw,1
11396,exceeds,13
11397,Further,33
11398,Vail,1
11399,Colorado,1
11400,Calgary,1
11401,averted,4
11402,Winter,17
11403,rivers,26
11404,lakes,6
11405,reservoirs,1
11406,pumped,16
11407,pipes,18
11408,slopes,5
11409,piped,1
11410,compressor,1
11411,housed,16
11412,mixed,80
11413,artist,66
11414,airbrush,1
11415,resulting,36
11416,mist,13
11417,squirted,1
11418,crystallises,1
11419,in that,45
11420,combined,46
11421,westerly,3
11422,dry,205
11423,extracts,9
11424,components,55
11425,definitive,9
11426,irrevocable,2
11427,exercised,17
11428,Furthermore,24
11429,notion,22
11430,implies,28
11431,prescriptions,3
11432,inappropriate,11
11433,authenticity,3
11434,FRG,7
11435,demilitarised,1
11436,1952,9
11437,inclusion,13
11438,military-political,2
11439,evolved,14
11440,hypothetical,8
11441,avoided,24
11442,answering,6
11443,Thirdly,7
11444,Fourthly,6
11445,demilitarisation,1
11446,fundamentally,9
11447,Fifthly,2
11448,allied,7
11449,functioning,10
11450,liaison,12
11451,missions,5
11452,four-party,1
11453,Sixthly,2
11454,progressing,6
11455,ecological,9
11456,environments,18
11457,Seventhly,2
11458,initiating,3
11459,arise,62
11460,Surely,38
11461,Toxic,3
11462,leak,9
11463,chemicals,18
11464,seeping,3
11465,Gorlovka,1
11466,Donbass,1
11467,Jonathan,99
11468,Steele,4
11469,Survivors,3
11470,123,2
11471,rescuers,1
11472,poisoning,10
11473,Serbia,2
11474,Vojvodina,1
11475,Croatia,1
11476,Bosnia-Herzegovina,1
11477,seizure,3
11478,2.5,21
11479,tons,7
11480,$2.75million,1
11481,£1.83million,1
11482,profits,196
11483,dies,23
11484,Grenadan,1
11485,Herbert,17
11486,Blaize,7
11487,hailed,6
11488,US-led,1
11489,71,7
11490,prostate,2
11491,cancer,20
11492,Byelorussia,1
11493,Pawlowski,1
11494,72,9
11495,Ontario,1
11496,490,1
11497,non-Jewish,1
11498,Guerrillas,1
11499,43,8
11500,Tupac,1
11501,Amaru,1
11502,Revolutionary,3
11503,Oxapampa,1
11504,Helicoper,1
11505,Unita,1
11506,Angolan,1
11507,MI-17,1
11508,helicopter,13
11509,crewmen,2
11510,Angop,1
11511,Palme,2
11512,Christer,1
11513,Petersson,1
11514,Swedish,14
11515,Olof,1
11516,kronor,1
11517,"£213,000",1
11518,Zealand,15
11519,Monica,10
11520,Cantwell,1
11521,lower-ranking,1
11522,five-week-old,1
11523,Race,13
11524,bombings,5
11525,disarmed,1
11526,parcel,10
11527,Florida,5
11528,rash,4
11529,mail,22
11530,FBI,1
11531,supremacists,1
11532,Endara,18
11533,belated,3
11534,Panama,84
11535,thrust,17
11536,Panamanians,9
11537,Noriega,79
11538,perceptions,6
11539,Adoc,7
11540,margin,20
11541,three-to-one,1
11542,Duque,1
11543,Noriega-approved,1
11544,Colina,1
11545,Arnulfo,1
11546,post-election,1
11547,motorcade,1
11548,paramilitaries,2
11549,PDF,9
11550,clubbed,1
11551,Billy,16
11552,Ford,26
11553,vice-presidential,1
11554,bloodied,2
11555,Ricardo,3
11556,Calderon,2
11557,Panamanian,31
11558,fraudulent,2
11559,annullment,1
11560,powerless,9
11561,persisted,13
11562,muzzling,2
11563,Downing,4
11564,Street,179
11565,pro-Noriega,3
11566,raided,2
11567,flee,5
11568,campaigned,4
11569,anti-Noriega,2
11570,pledging,2
11571,corrupt,7
11572,trafficking,7
11573,fortunes,15
11574,soberania,1
11575,insulting,2
11576,rubber-stamp,1
11577,fateful,2
11578,assisted,12
11579,leaning,12
11580,Greg,18
11581,Chamberlain,3
11582,BEN,2
11583,Jones,44
11584,elderly,51
11585,nutmeg,2
11586,spice,4
11587,righthand,1
11588,wheelchair,4
11589,clung,7
11590,Governor-General,4
11591,Scoon,1
11592,"103,000",1
11593,three-seat,1
11594,15-member,1
11595,landslide,2
11596,oilfield,1
11597,colonial,17
11598,Gairy,2
11599,squabbling,1
11600,Grenadian,1
11601,comeback,4
11602,Nicholas,16
11603,Brathwaite,2
11604,tipped,14
11605,chaired,4
11606,Alexis,1
11607,Brizan,1
11608,£2,3
11609,Lurking,1
11610,jean-clad,1
11611,Dignity,4
11612,battalions,5
11613,intimidating,5
11614,Composed,3
11615,sympathisers,1
11616,spies,7
11617,informers,1
11618,cruised,2
11619,Jeeps,1
11620,rubber,23
11621,truncheons,3
11622,akin,5
11623,sjamboks,1
11624,hand-guns,1
11625,other than,81
11626,garb,3
11627,mixture,57
11628,jeans,34
11629,Contacted,1
11630,crouched,8
11631,appartment,1
11632,roaming,4
11633,Luckily,3
11634,Seemingly,2
11635,principally,8
11636,kidnappings,1
11637,indulge,7
11638,culprits,3
11639,pose,11
11640,outnumbered,3
11641,Excluding,2
11642,para-military,1
11643,"4,400",1
11644,garrison,7
11645,augmented,4
11646,"13,000",6
11647,airborne,5
11648,parachuted,1
11649,reinforcements,3
11650,"24,000",3
11651,lightly,24
11652,mortars,2
11653,launchers,2
11654,indiviudal,1
11655,devoted,21
11656,maintaining,23
11657,leanings,1
11658,reconnaissance,2
11659,consists,31
11660,inshore,1
11661,craft,21
11662,Gadafy,1
11663,Libyan,2
11664,Monroe,8
11665,wields,1
11666,bet,105
11667,episode,14
11668,pattern,187
11669,backyard,1
11670,hemisphere,4
11671,Maurice,6
11672,600,9
11673,endangered,1
11674,241,1
11675,glaring,5
11676,shortcomings,8
11677,Troops,2
11678,maps,30
11679,grid,14
11680,coordinates,4
11681,conquered,9
11682,"1,900",2
11683,"6,000",4
11684,manifestation,8
11685,proxy,5
11686,inordinate,2
11687,venom,1
11688,bully,3
11689,Iran-contra,1
11690,CIA-backed,1
11691,inconsequential,2
11692,uphold,2
11693,Hemisphere,2
11694,miscalculations,1
11695,Castro,2
11696,gung-ho,1
11697,check,161
11698,proceeded,11
11699,ill-conceived,2
11700,Pigs,1
11701,exiles,15
11702,pinned,12
11703,beaches,7
11704,cursing,3
11705,In order,29
11706,Khrushchev,1
11707,triggering,1
11708,Nixon-Kissinger,1
11709,Allende,1
11710,concerted,8
11711,destabilisation,1
11712,1823,2
11713,robust,11
11714,Teddy,7
11715,Roosevelt,4
11716,1905,5
11717,1906,7
11718,invasions,1
11719,1912,14
11720,Haiti,15
11721,Dominican,3
11722,1916,10
11723,dose,12
11724,Johnson,36
11725,marines,4
11726,"25,000",7
11727,generous,27
11728,psychological,17
11729,Murray,17
11730,Hutchison,1
11731,Whampoa,1
11732,Honour,8
11733,firms,87
11734,moon,50
11735,"300,000",9
11736,wage-earners,3
11737,diametrically,1
11738,trades-union,1
